gnti,ganti
gnyngka,tidak menyangka
goblokkk,goblok
gokiiill,gila
gokil,gila
gokill,gila
gokilll,gila
gokillllll,gila
gokilnya,gilanya
goncengin,boncengkan
gosipin,menggosipkan
gossip2.an,gosip-gosipan
gpp,tidak apa-apa
gr2,gara-gara
gra2,gara-gara
graaatiiiis,gratis
gratiss,gratis
gratisss,gratis
greged,greget
grgr,gara-gara
grunya,gurunya
gt,begitu
gtau,tidak tau
gthu,begitu
gtu",begitu-gitu
gtu"an,begitu-gituan
gtu,begitu
gtu2,begitu-gitu
gtuh,begitu
gtuu,begitu
gtw,tidak tau
guaa,gua
guaaaaaaa,gua
guanteng,ganteng
guee,gue
gueee,gue
gueeeee,gue
gunaa,guna
guw,gue
gw,gue
gx,tidak
gya,gaya
hadapin,menghadapi
haddeh,aduh
hadeeehhh,aduh
hadeehh,aduh
hadeeuh,aduh
hadeuh,aduh
hadeuuh,aduh
hadeuuhhhh,aduh
hadirr,hadir
hadirrr,hadir
haduh,aduh
haduuuh,aduh
haii,hai
haiii,hai
hal2,hal-hal
halahh,alah
halangin,halangi
halllo,halo
hallo,halo
hallooo,halo
halooo,halo
halow,halo
hampasss,hempas
hancurin,menghancurkan
hancuuuuuy,hancur
happi",hepi-hepi
hapusin,hapuskan
haragain,menghargai
hargs,harga
hari2,hari-hari
haru,harus
hasilnyaaa,hasilnya
haslnya,hasilnya
hat,hati
hati",hati-hati
hati.a,hatinya
hati2,hati-hati
hatii,hati
hatiiii,hati
hay,hai
hayal,khayal
hayalanku,khayalanku
hayooo,hayo
hayukk,hayo
hayuu,hayo
hbis,habis
hbs,habis
hdk,hendak
hdp,hidup
hdpn,hadapan
hdpnya,hidupnya
hdup,hidup
hebaat,hebat
hebatt,hebat
hedeuuhh,aduh
heeee,hai
hehh,eh
heii,hai
helloo,halo
hellooooooo,halo
helo,halo
helooooo,halo
hematt,hemat
hempaass,hempas
hgga,hingga
hianatin,khianati
hidiyah,hidayah
hiduppp,hidup
hidupppp,hidup
hidupx,hidupnya
hiduupppp,hidup
hiii,hai
hijaabbb,hijab
hijabb,hijab
hijap,hijab
hilangin,menghilangkan
hilangv,hilang
himana,bagaimana
hiraukn,hiraukan
hiri,hari
hmpir,hampir
hndak,hendak
hndk,hendak
hngga,hingga
hny,hanya
hnya,hanya
hokiii,hoki
hotak,botak
hotx,hotnya
hpus,hapus
hr,hari
hri,hari
hrs,harus
hrsny,harusny
hrsnya,harusnya
hrus,harus
hrusnya,harusnya
hslnya,hasilnya
ht,hati
hub,hubungan
hub,hubungi
hub,menghubungi
hubngan,hubungan
hubunggi,hubungi
hujatann,hujatan
hy,hai
iaa,iya
iaa,ya
ibliss,iblis
ibu2,ibu-ibu
ibuk2,ibu-ibu
idamann,idaman
idolaa,idola
idoolaaa,idola
idung,hidung
idungnya,hidungnya
idup,hidup
idupnya,hidupnya
igtlah,ingatlah
ihh,ih
ihhh,ih
ihhhh,ih
ihhhhh,ih
iih,ih
iihh,ih
iiih,ih
iiihh,ih
iiihhhh,ih
iiihhhhh,ih
iiii,ih
iiiihhhhhj,ih
iiiiiiiii,ih
iiiiiiiiii,ih
ijap,ijab
ikh,ih
ikut2,ikut-ikut
ikut2an,ikut-ikutan
ikutin,ikuti
ikutin,mengikuti
ilang",hilang-hilang
ilang,hilang
ilang2,hilang-hilang
ilang2an,hilang-hilangan
ilang-in,hilangkan
ilmh,ilmu
imoet,imut
imut2,imut-imut
imutt,imut
imutttttt,imut
imuttzz,imut
imuutt,imut
imuuttt,imut
in,ini
indahhh,indah
indefendet,independen
indo,indonesia
indoneaia,indonesia
indonesiaaa,indonesia
indonesiaah,indonesia
infpyunnnn,ampun
ingeet,ingat
inget,ingat
ingetin,mengingatkan
inggat,ingat
inggrisny,inggrisnya
inghinn,ingin
ingi,ingin
inginkn,inginkan
ingt,ingat
inia,ini
iniehh,ini
inih,ini
inihhh,ini
inii,ini
iniii,ini
iniiiii,ini
iniiiiiiiiiiiiiii,ini
iniw,ini
inni,ini
insonniaaa,insomnia
iooo,lo
iriiiii,iri
iseng2,iseng-iseng
istimewaaa,istimewa
istiqamah,istikamah
istiqomah,istikamah
istiqomahhh,istikamah
it,itu
ithu,itu
ituh,itu
itumahh,itumah
itungan,hitungan
ituu,itu
ituuu,itu
ituuuu,itu
ityl,itil
iu,itu
iy,iya
iyaa,iya
iyaaa,iya
iyaaaa,iya
iyaap,iya
iyaappps,iya
iyah,iya
iyak,iya
iyap,iya
iyh,iya
iyha,iya
iyuh,ih
iyuuhhh,ih
iyuuuhhhh,ih
j,saja
ja,saja
jaaangan,jangan
jaadii,jadi
jadii,jadi
jadiin,jadikan
jadilh,jadilah
jadu,jadi
jadulnya,jaman dulunya
jagain,jaga
jagain,menjaga
jahatin,menjahati
jakety,jaketnya
jalan"nya,jalan-jalannya
jalan2,jalan-jalan
jalanani,menjalani
jalanin,menjalani
jamam,jaman
jaman2,jaman-jaman
jaman2nya,jaman-jamannya
jan,jangan
jangan",jangan-jangan
jangan2,jangan-jangan
janjutin,lanjutkan
janka,jangka
jaoooh,jauh
jari2,jari-jari
jatoh,jatuh
jatuhnyaa,jatuhnya
jauhh,jauh
jauhhh,jauh
jauhin,jauhi
jauuhhh,jauh
jawabanny,jawabannya
Jd nanti kamu transfer uang ke sy 200rb, itu kamu udah dpt kontak agen dgn paket lengkap bgt. Ada pin konveksi (kontak bbm agen)
jd,jadi
jdi,jadi
jdii,jadi
jdulnya,judulnya
jdwl,jadwal
jd'y,jadinya
jelas",jelas-jelas
jelas2,jelas-jelas
jelase,jelas
jelashh,jelas
jelasssss,jelas
jelek"in,menjelek-jelekkan
jelek2,jelek-jelek
jelekin,menjelekkan
jelex,jelek
jels,jelas
jendes,janda
jendess,janda
jendesss,janda
jendral,jenderal
jeniuss,jenius
jerewi,jerawat
jg,juga
jga,juga
jgan,jangan
jgk,juga
jgn,jangan
jgn2,jangan-jangan
jh,saja
jidad,jidat
jilbabny,jilbabnya
jilbabnyaah,jilbabnya
jilbabnye,jilbabnya
jilbb,jilbab
jing,anjing
jirr,anjir
jirrrr,anjir
jjur,jujur
jk,jika
jkrta,jakarta
jkt,jakarta
jlbb,jilbab
jlek,jelek
jln,jalan
jln2,jalan-jalan
jls2,jelas-jelas
jmnya,jamnya
jmpaaaa,jumpa
jnagn,jangan
jnda,janda
jng,jangan
jngan,jangan
jngn,jangan
jngnn,jangan
jodohny,jodohnya
jodohx,jodohnya
jogetin,berjoget
jombsss,jomblo
jorokkkk,jorok
jorookknya,joroknya
jrang,jarang
jrnk,jarang
jt,juta
judulnyaa,judulnya
jugaa,juga
jugaaa,juga
jugaakk,juga
jugak,juga
jungkiir,jungkir
justeru,justru
jwab,jawab
jwb,jawab
jwban,jawaban
k,kak
k',kak
k,ke
ka,kak
kaa,kak
kaaa,kak
kaaaa,kak
kaaaaa,kak
kaaaaaaaaaakkkkkkkkkkk,kak
kaaaaaann,kan
kaaakk,kak
kaaan,kan
kaak,kak
kaakaaaa,kakak
kaakk,kak
kaan,kan
kaannnn,kan
kaasian,kasihan
kacauuuu,kacau
kacian,kasihan
kaciiaann,kasihan
kafeh,kafe
kaga,kagak
kageeet,kaget
kageet,kaget
kaitannha,kaitannya
kaj,kak
kaka,kakak
kakakaaaaaaaaaaaaaa,kakak
kakakgh,kakak
kakakkk,kakak
kakakny,kakaknya
kakakuuu,kakakku
kakanga,kakaknya
kakanya,kakaknya
kakau,kalau
kakk,kak
kakk,kakak
kakkk,kak
kakkkk,kak
kakkkkk,kak
kalahnye,kalahnya
kale,kali
kaleee,kali
kaliaan,kalian
kaliann,kalian
kaliannn,kalian
kaliannnnnm,kalian
kaliannnnnn,kalian
kaliannnnnnn,kalian
kalii,kali
kaliii,kali
kaliiii,kali
kaliiiiiii,kali
kaliiin,kalian
kalik,kali
kalli,kali
kallo,kalau
kalo,kalau
kalogak,kalau tidak
kalok,kalau
kaloo,kalau
kalu,kalau
kalw,kalau
kam,kamu
kamiiii,kami
kamo,kamu
kampungn,kampungan
kamu2,kamu-kamu
kamunyaa,kamunya
kamuu,kamu
kamuuuu,kamu
kamyuhhh,kamu
kana,kanan
kanapa,kenapa
kancang,kencang
kangeeeeeeeeeeennnnn,kangen
kangeeeeeeeeennnnnnnn,kangen
kangeeeeeeeenya,kangen
kangeeeeennn,kangen
kangeeeennn,kangen
kangeeeennnnn,kangen
kangeeerrn,kangen
kangeen,kangen
kangeenn,kangen
kangem,kangen
kangenn,kangen
kangennn,kangen
kangennnn,kangen
kangennnnn,kangen
kangennnnnmnnnnnnnnnnnnnnnnn,kangen
kangennnnnn,kangen
kangennnnnnn,kangen
kangennnnnnnnnnnnnnnn,kangen
kanggen,kangen
kanggggg,kang
kann,kan
kannn,kan
kapaan,kapan
kapan2,kapan-kapan
kapn,kapan
kareno,karena
karir.a,karirnya
karmaaa,karma
karna,karena
kartunin,kartun
karya",karya-karya
karya2,karya-karya
kasar2,kasar-kasar
kasi,kasih
kasiaannn,kasihan
kasian,kasihan
kasiannn,kasihan
kasiatnya,khasiatnya
kasihn,kasihan
kasiian,kasihan
kata",kata-kata
kata2,kata-kata
kata2nya,kata-katanya
kata2nyaaa,kata-katanya
katanyaa,katanya
kate,kata
kauuuu,kau
kawinin,mengawini
kaya,kayak
kayaa,kaya
kaya'a,kayanya
kayahhh,kaya
kayakk,kayak
kayanye,kayanya
kayaq,kayak
kayax,kayak
kbahagiaan,kebahagiaan
kbawa,terbawa
kberkahn,keberkahan
kbetulan,kebetulan
kbiasaan,kebiasaan
kcantikan,kecantikan
kcewa,kecewa
kcil,kecil
kcwa,kecewa
kdang,kadang
kdg,kadang
kdg2,kadang-kadang
kdng,kadang
kdua,kedua
keak,kayak
kebagi,terbagi
kebaikan"y,kebaikannya
kebalas,terbalas
kebangetak,kebangetan
kebanggan,kebanggaan
kebarat2an,kebarat-baratan
kebawa,terbawa
kebayang,terbayang
kebayanyaa,kebayanya
keberpa,keberapa
kebnyak'an,kebanyakan
kebongkar,terbongkar
kebukaaa,terbuka
kebukti,terbukti
kebykan,kebanyakan
kecantikanga,kecantikannya
kece2,kece-kece
keceee,kece
keche,kece
keciil,kecil
keciill,kecil
kecik,kecil
kecil",kecil-kecil
kecptan,kecepatan
kecr,kece
kedengeran,kedengaran
kedokk,kedok
kedpan,kedepan
keduaa,kedua
keedaannya,keadaannya
keee,ke
keeeeeren,keren
keeeerrrreeeennnnnnnnn,keren
keinget,teringat
kejadianny,kejadiannya
kejahatn,kejahatan
kejawab,terjawab
kejuu,keju
kek,kayak
kekgini,kayak begini
kekk,kayak
keknya,kayaknya
kekuranganny,kekurangannya
kel,keluarga
kelahuran,kelahiran
kelaluan,kelakuan
kelas'a,kelasnya
keles,kali
keliatan,kelihatan
keliatannya,kelihatannya
kellen,kalian
keluarin,keluarkan
keluarin,mengeluarkan
kelus,kali
kemakan,termakan
kemaren,kemarin
kemariin,kemarin
kemarn,kemarin
kembaq,kembar
kemn,kemana
kemuh,kamu
kenaliiin,kenalkan
kenalin,kenalkan
kenalin,memperkenalkan
kenalin,mengenalkan
kenapaa,kenapa
kenape,kenapa
kenceng,kencang
kencng,kencang
kencqng,kencang
kenyataan2,kenyataan-kenyataan
kepad,kepada
kepd,kepada
kepda,kepada
kepeleset,kepleset
kepelesett,terpeleset
kepikir,terpikir
kepingin,pengin
kepoh,kepo
kepoin,kepo
kepoin,kepoi
kepoin,mengepoi
kepppoin,kepoi
keputihn,keputihan
keq,kayak
keq,kek
kerasin,kerasi
kerass,keras
kereeeeen,keren
kereeeeennn,keren
kereeeeennnn,keren
kereeeen,keren
kereeen,keren
kereeennnn,keren
kereen,keren
kereenn,keren
kereennn,keren
keren",keren-keren
keren2,keren-keren
kerenn,keren
kerennn,keren
kerennnn,keren
kerennnnn,keren
kerjaan,pekerjaan
kerreeen,keren
kerrennn,keren
kerrrrennnn,keren
kesalahanny,kesalahannya
kesampean,kesampaian
kesinii,kesini
kesiniii,kesini
ketaatanny,ketaatannya
ketara,tertara
ketarik,tertarik
ketauan,ketahuan
ketawaa,ketawa
ketawain,mentertawakan
ketawakkkk,ketawa
ketemuin,ketemu
ketemuuu,ketemu
ketipu,tertipu
ketuker,tertukar
kgak,kagak
kgeeeen,kangen
kgn,kangen
kh,kah
kha,kah
khadiran,kehadiran
khadirannya,kehadirannya
khan,kan
kharismanya,karismanya
khdpn,kehidupan
khidupan,kehidupan
kira2,kira-kira
kirain,mengira
kiriii,kiri
kirimin,mengirimi
kitaa,kita
kitaaa,kita
kite,kita
kiya,kita
kk,kakak
kka,kakak
kkak,kakak
kki,kaki
kklau,kalau
kl,kalau
klahiran,kelahiran
klakuan,kelakuan
klas,kelas
klau,kalau
klauu,kalau
klen,kalian
klepek2,klepek-klepek
klg,keluarga
klhran,kelahiran
kli,kali
klian,kalian
kliatan,kelihatan
kliatanya,kelihatannya
klihatan,kelihatan
klk,kelak
klkuan,kelakuan
kll,kalau
klmbutan,kelembutan
kln,kalian
klo,kalau
klok,kalau
kloop,klop
klow,kalau
klrga,keluarga
klu,kalau
kluar,keluar
kluarga,keluarga
klw,kalau
km,kami
km,kamu
kmana,kemana
kmana2,kemana-mana
kmar,kamar
kmaren,kemarin
kmariiin,kemarin
kmarin,kemarin
kmauan,kemauan
kmbali,kembali
kmbang,kembang
kmbl,kembali
kmewahan,kemewahan
kmi,kami
kmn,kemana
kmren,kemarin
kmrin,kemarin
kmrn,kemarin
kmu,kamu
kn,kan
knan,kanan
kndung,kandung
kngen,kangen
kngenn,kangen
kngn,kangen
knl,kenal
knlan,kenalan
knp,kenapa
knpa,kenapa
knpp,kenapa
knsul,konsultasi
knyataan,kenyataan
ko,kok
kobul,kabul
kocaaaak,kocak
kocaaaakkk,kocak
kocakkk,kocak
kocakkkkkk,kocak
kocakkkkkkkkkkkkkk,kocak
koclak,kocak
kog,kok
kokkk,kok
kokohh,engkoh
komen2,komen-komen
komen2an,komen-komenan
komenan,komentar
komenannya,komentarnya
koment,komentar
komentar2,komentar-komentar
komentarin,komentari
komentarin,mengomentari
komentnya,komentarnya
komenx,komennya
komntr,komentar
komuk,muka
komunitas2,komunitas-komunitas
konsekwensi,konsekuensi
konsul,konsultasi
kontak2,kontak-kontak
konten2,konten-konten
koplak,kocak
koplakkk,koplak
koq,kok
korek2,korek-korek
kostom,kostum
kox,kok
kpada,kepada
kpan,kapan
kpancing,terpancing
kpd,kepada
kpleset,kepleset
kpn,kapan
kpn2,kapan-kapan
kpnpun,kapanpun
kpuasan,kepuasan
kq,kok
kqmu,kamu
kr,kira
kra,kira
kraya,karya
kreative,kreatif
kreean,keren
kreeenn,keren
kreen,keren
kren,keren
krena,karena
krenn,keren
kri,kiri
kriput,keriput
krjaan,pekerjaan
krm,kirim
krmh,ke rumah
krn,karena
krna,karena
krng,kurang
krpoooo,kepo
krudung,kerudung
krudungan,kerudungan
krus,kurus
krya,karya
ksenangan,kesenangan
ksh,kasih
ksih,kasih
ksini,kesini
ksitu,kesitu
kslahan,kesalahan
kslhn,kesalahan
ksni,kesini
ksukaanmuuu,kesukaanmu
ksyngn,kesayangan
kt,kita
kt2,kata-kata
kta,kata
kta,kita
ktaa,kita
ktaatan,ketaatan
ktanya,katanya
ktawa,ketawa
ktemu,ketemu
ktergantungan,ketergantungan
ktg,kita
ktika,ketika
ktmu,ketemu
ktny,katanya
ktnya,katanya
ktwa,ketawa
kuaaatt,kuat
kuatttt,kuat
kubarikan,kuberikan
kucing'y,kucingnya
kueren2,keren-keren
kuliyh,kuliah
kuninggg,kuning
kuningggg,kuning
kunjungin,kunjungi
kura2,kura-kura
kurangin,kurangi
kureeeen,keren
kurng,kurang
kusem,kusam
kususnya,khususnya
kutuu,kutu
kuu,ku
kuy,yuk
kuyy,yuk
kuyyy,yuk
kw,kau
kwatir,kawatir
kx,kak
ky,kaya
kya,kaya
kyak,kayak
kyaknya,kayaknya
kyanya,kayanya
kyax,kayak
kyk,kayak
kyk.a,kayaknya
kyknya,kayaknya
kyy,kaya
la,lah
laa,lah
laaaah,lah
ladenin,meladeni
laen,lain
laenny,lainnya
lafazd,lafaz
lagihh,lagi
lagii,lagi
lagiii,lagi
lagiiii,lagi
laginy,laginya
lagu2,lagu-lagu
lagu2nya,lagu-lagunya
lagu'y,lagunya
lahh,lah
lahhh,lah
lahhhhhh,lah
lahirr,lahir
lainnn,lain
lainnyaa,lainnya
lairannya,kelahirannya
laki",laki-laki
laki2,laki-laki
lakik,laki
laku",laku-laku
lakuin,melakukan
lama2,lama-lama
lancr,lancar
langgengggg,langgeng
langgenh,langgeng
lanjutin,lanjutkan
lanjutkaaaaan,lanjutkan
lapakk,lapak
latian,latihan
lau,kau
lawaaaas,lawas
lbh,lebih
lbih,lebih
lbihh,lebih
lcu,lucu
le,boleh
lebar2,lebar-lebar
lebayy,lebay
lebh,lebih
ledekin,ledeki
ledkin,meledeki
leh,boleh
lekong,laki
lengkapp,lengkap
lengkeeett,lengket
lenje,lenjeh
lepasin,melepas
lg,lagi
lggeng,langgeng
lggi,lagi
lgi,lagi
lgkah2,langkah-langkah
lgs,langsung
lgsg,langsung
lgsung,langsung
lgu,lagu
lgunya,lagunya
lh,boleh
lh,lah
lha,lah
lhat,lihat
lhir,lahir
lhirr,lahir
lhoo,loh
lhooo,loh
lht,lihat
liaat,lihat
liaatt,lihat
liad,lihat
liat,lihat
liat2,lihat-lihat
liatiii,lihat
liatin,memperlihatkan
liatin,perlihatkan
liatlah,lihatlah
liatnya,lihatnya
liatnyaaa,lihatnya
liatt,lihat
liattt,lihat
liat'y,lihatnya
lihaat,lihat
lihaatttt,lihat
liht,lihat
lipetan,lipatan
liptsk,lipstik
liyat,lihat
liyatnya,lihatnya
lkuin,lakukan
llki,lelaki
lluu,lu
lluuccuu,lucu
lma,lama
lngsing,langsing
lngsung,langsung
loe,lo
lohh,lo
lohh,loh
lohhh,loh
lohhhh,loh
loksyut,lokasi syuting
loncatt,loncat
loncattt,loncat
loo,lo
loo,loh
looh,loh
loohhh,loh
looo,loh
loooh,loh
looohh,loh
lsg,langsung
lt,lantai
lu,kamu
luaarrr,luar
luccu,lucu
luchu,lucu
luco,lucu
lucu2,lucu-lucu
lucuk,lucu
lucukkkkk,lucu
lucunaaa,lucunya
lucunyah,lucunya
lucuu,lucu
lucuukk,lucu
lucuuu,lucu
lucuuuk,lucu
lucuuuu,lucu
lucuuuuu,lucu
lucuuuuuuuu,lucu
lucuuuuuuuuuu,lucu
lucux,lucunya
luh,lu
luhhh,lu
lupain,melupakan
lurusin,meluruskan
luthuna,lucunya
lutu,lucu
lutuna,lucunya
lutunaa,lucunya
lutunaaa,lucunya
luu,lu
luucuuu,lucu
luuuaar,luar
luuuucuuu,lucu
lw,kalau
lw,lu
lwt,lewat
lyt,lihat
m,sama
ma,sama
maaasss,mas
maacih,terima kasih
maafin,memaafi
maak,mak
maap,maaf
maapin,maaf
maapin,maafi
maau,mau
maauuu,mau
macam2,macam-macam
macem,macam
macem2,macam-macam
maen,main
maenya,mainnya
mahall,mahal
mahh,mah
mahhhh,mah
maho,manusia homo
mai,mau
main2,main-main
majuuu,maju
makany,makanya
makanyaa,makanya
makasi,terima kasih
makasih,terima kasih
make,memakai
maki",maki-maki
makkk,mak
makny,maknya
maksain,memaksakan
maksd,maksud
maksih,terima kasih
maksir,menaksir
maksutku,maksudku
malangg,malang
malem,malam
males,malas
malh,malah
malingg,maling
malsudnya,maksudnya
malu2in,malu-malui
maluu,malu
maluuu,malu
maluuuu,malu
mama.nyy,mamanya
mamas,mas
mamax,mamanya
mamer,memamerkan
mampuussss,mampus
mampuuu,mampu
mancing2,memancing-mancing
mancungin,memancungkan
mandiin,memandikan
mang,memang
manisnyaaaa,manisnya
manisss,manis
manjain,memanjakan
mansetan,bermanset
mansyoallah,masyaallah
manta,mantan
mantaaap,mantap
mantaap,mantap
mantabb,mantab
mantabs,mantab
mantaff,mantap
mantanny,mantannya
mantapp,mantap
mantappp,mantap
mantapppppp,mantap
manteb,mantap
manteep,mantap
mantep,mantap
mantepp,mantap
manteppp,mantap
mantes,memantas
manusiy,manusia
mao,mau
marah2,marah-marah
marah2an,marah-marahan
marh,marah
martabakk,martabak
masa2,masa-masa
masaaaa,masa
masalahh,masalah
masi,masih
masing",masing-masing
masing2,masih
masing2,masing-masing
masio,masih
maslah,masalah
maso,masa
massss,mas
masukin,memasuki
masukin,memasukkan
masyaallahhh,masyaallah
masyarakay,masyarakat
matany,matanya
mataq,mataku
mata'y,matanya
mateeeeeeeeeeee,mati
mateeeek,mati
mati"an,mati-matian
matii,mati
mato,mata
mattihhh,mati
mauu,mau
mauuu,mau
mauuuu,mau
mauuuuu,mau
mauuuuuu,mau
mauuuuuuu,mau
maw,mau
may,mau
mayan,lumayan
mayann,lumayan
mb,mbak
mba",mbak-mbak
mba,mbak
mbaa,mbak
mbaaa,mbak
mbaaahhh,mbah
mbaaass,mbak
mbaak,mbak
mbaakk,mbak
mbahh,mbah
mbak",mbak-mbak
mbak2,mbak-mbak
mbaknyaahh,mbaknya
mbakx,mbaknya
mbanya,mbaknya
mbg,mbak
mbil,sambil
mbk,mbak
mblo,jomblo
mblooo,jomblo
mboizzz,bois
mbuh,embuh
mcm,macam
mdh",mudah-mudah
mdh2an,mudah-mudahan
mdh2n,mudah-mudahan
megang,memegang
mehoonggggg,mahal
meker,mikir
melahirin,melahirkan
melakukn,melakukan
melebihin,melebihi
melihara,memelihara
meluk,memeluk
membanding",membanding-banding
menasehati,menasihati
menbelah,membelah
mendam,memendam
mendapatkn,mendapatkan
mendj,menjadi
menegerti,mengerti
mengait2kan,mengait-ngaitkan
mengalahkn,mengalahkan
mengherthii,mengerti
menghilangkn,menghilangkan
mengikutii,mengikuti
mengirusi,mengurusi
mengncang,mengencang
mengperbolehkan,memperbolehkan
menjdi,menjadi
menjelekan,menjelekkan
mentah",mentah-mentah
mentang",mentang-mentang
menurur,menurut
menyebut2,menyebut-nyebut
menyenangkn,menyenangkan
meranin,memerankan
mereka2,mereka-mereka
merekaa,mereka
merekaaaa,mereka
merekak,mereka
meriahh,meriah
merindinggg,merinding
merka,mereka
merrid,merit
mesrany,mesranya
met,selamat
mf,maaf
mff,maaf
mg,moga
mgk,mungkin
mgkin,mungkin
mgkn,mungkin
mh,mah
miara,memiara
mikir2,memikir-mikir
mikirin,memikirkan
mikirinnn,memikirkan
milih,memilih
milikin,memiliki
mimin,admin
mimpiii,mimpi
minpi,mimpi
minta,meminta
mintk,minta
minyak"an,minyak-minyakan
miriiiiip,mirip
miriiiip,mirip
miriiippp,mirip
miriip,mirip
miring2,miring-miring
miriplahhhhhh,miriplah
miripp,mirip
mirippp,mirip
miripppp,mirip
mirp,mirip
mitnah,memfitnah
mk,maka
mk.a,makanya
mkanya,makanya
mkin,makin
mkir,memikir
mkn,makin
mknya,makanya
mksd,maksud
mksdku,maksudku
mksdny,maksudnya
mksdnya,maksudnya
mksdx,maksudnya
mksh,terima kasih
mksih,terima kasih
mkst,maksud
mksud,maksud
mlah,malah
mlepaskan,melepaskan
mlh,malah
mlikk,milik
mlm,malam
mlt.a,mulutnya
mlu,malu
mlu,melulu
mlz,malas
mmang,memang
mmbanggakan,membanggakan
mmbela,membela
mmberi,memberi
mmberikan,memberikan
mmberikn,memberikan
mmbodohkan,membodohkan
mmg,memang
mmperbaiki,memperbaiki
mmz,mas
mn,mana
mna,mana
mnambh,menambah
mncoba,mencoba
mndaptkan,mendapatkan
mnding,mending
mndpat,mendapat
mndpt,mendapat
mnerima,menerima
mngasi,mengasih
mngerti,mengerti
mnghina,menghina
mngikuti,mengikuti
mngira,mengira
mngkannya,mangkanya
mngkin,mungkin
mnilai,menilai
mnis2nya,manis-manisnya
mnisss,manis
mnjadi,menjadi
mnjawab,menjawab
mnjdi,menjadi
mnjdkan,menjadikan
mnjijikaaaaaan,menjijikkan
mnjmput,menjemput
mnjual,menjual
mnrtkuu,menurutku
mnt,minta
mnta,minta
mntn,mantan
mnusuk,menusuk
mnutup,menutup
mo,mau
model2,model-model
modes,modis
mohom,mohon
moqa,moga
motret,memotret
mrah,marah
mrangkul,merangkul
mreka,mereka
mrekaa,mereka
mrekaaaa,mereka
mrip,mirip
mrit,merit
mrk,mereka
mrka,mereka
mrnghadapi,menghadapi
mrusak,merusak
ms",masa-masa
ms,masih
msa,masa
msalah,masalah
msg2,masing-masing
msh,masih
msih,masih
msk,masuk
mskasih,terima kasih
msknya,masaknya
mslh,masalah
mslhnya,masalahnya
mst,mesti
msuk,masuk
mtanya,matanya
mti,mati
mualll,mual
muantaap,mantap
muantteepp,mantap
mudaa,muda
mudah"an,mudah-mudahan
mudah"n,mudah-mudahan
mudah2,mudah-mudah
mudah2an,mudah-mudahan
mudah2n,mudah-mudahan
mudh"an,mudah-mudahan
muga,moga
muka",muka-muka
muka2,muka-muka
mukae,mukanya
mukanyaa,mukanya
mukax,mukanya
muke,muka
muliany,mulianya
mulusssss,mulus
mulut2,mulut-mulut
mulutny,mulutnya
mulutnyaaa,mulutnya
muluuu,melulu
muna,munafik
munaafikk,munafik
munafikk,munafik
mungki,mungkin
mungkiin,mungkin
mupeng,muka pengin
muraaaaah,murah
murahhh,murah
murhan,murahan
murmer,murah meriah
mutihin,memutihkan
mutuain,memutuskan
mutusin,memutuskan
muuuu,mu
mw,mau
mz,mas
na,nya
naaaa,nya
naaaaahh,nah
naaaak,nak
naaahhh,nah
naek,naik
nafass,nafas
nafkahin,menafkahi
naggung,menanggung
nagiss,menangis
nahan,menahan
nahannnn,tahan
nahh,nah
nahhh,nah
najiss,najis
naka,nakal
naksir,menaksir
nakutin,menakutkan
nama",nama-nama
nama.a,namanya
namain,menamai
namain,namai
nama'in,namai
namany,namanya
namax,namanya
nambah,bertambah
nambah,menambah
nambahh,bertambah
namnya,namanya
nampak,menampak
nampar,menampar
nanget,banget
nanggepin,menanggapi
nangiiiiis,menangis
nangiiis,menangis
nangiis,menangis
nangis",menangis-nangis
nangis,menangis
nangiss,menangis
nangisss,menangis
nantangin,menantang
nantii,nanti
nantiii,nanti
nantik,nanti
nanya,bertanya
nanya,tanya
napa,kenapa
napsuu,napsu
nari,menari
narik,menarik
nasehatin,menasihati
natap,menatap
naturalllll,natural
nawarin,menawari
ncek,encek
nd,indak
nda,indak
ndak,indak
ndukung,mendukung
ndut,gendut
ne,ini
nee,ini
negri,negeri
neh,nih
neko2,neko-neko
nembak,menembak
nempel,menempel
nemuin,menemukan
nenek",nenek-nenek
nenek2,nenek-nenek
nengok,menengok
nentuin,menentukan
nerawang,menerawang
nerima,menerima
nerusin,meneruskan
netaas,menetas
netes,menetes
nga,tidak
ngaca,mengaca
ngacaaa,mengaca
ngaco,mengaco
ngadain,mengadakan
ngademin,mengademkan
ngadu,mengadu
ngajak,mengajak
ngajar,mengajar
ngajarin,mengajari
ngaji,mengaji
ngajuin,mengajukan
ngak,tidak
ngakaaaakkk,mengakak
ngakak,mengakak
ngakakkk,mengakak
ngaku",mengaku-ngaku
ngaku,mengaku
ngalah,mengalah
ngalahin,mengalahkan
ngalir,mengalir
ngalirrrrr,mengalir
ngamatin,mengamati
ngambek,mengambek
ngambekan,ambekan
ngambeknya,mengambeknya
nganbek,mengambek
nganggepin,menanggapi
ngantar,mengantar
nganteng,ganteng
nganterin,mengantarkan
ngantri,mengantri
ngapain,mengapa
ngapain,mengapai
ngapasih,mengapa sih
ngapus,menghapus
ngarang,mengarang
ngarep,mengharap
ngareppppp,mengharap
ngarsipin,mengarsipkan
ngasi,mengasih
ngasih,mengasih
ngasih2,mengasih-ngasih
ngata2in,mengatai-ngatai
ngata2in,mengata-ngatai
ngatai,mengatai
ngatain,mengatai
ngatur,mengatur
ngayal,mengkhayal
ngcpin,mengucapkan
